Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-02-01,4090.79,4092.27,4073.21,4082.6,5766405
2019-02-04,4091.42,4093.15,4068.04,4083.69,4775166
2019-02-05,4099.03,4126.12,4091.12,4126.12,11536719
2019-02-06,4127.55,4156.17,4122.61,4151.32,9950254
2019-02-07,4146.38,4149.22,4095.26,4115.91,8715627
2019-02-08,4113.37,4161.34,4096.43,4161.34,7781380
2019-02-11,4152.02,4159.74,4132.24,4134.15,7648040
2019-02-12,4138.23,4151.39,4128.49,4138.36,11790014
2019-02-13,4156.52,4156.52,4088.3,4091.65,4321752
2019-02-14,4095.12,4097.09,4052.36,4053.32,4662509
2019-02-15,4061.57,4091.73,4056.76,4089.33,4403037
2019-02-18,4101.81,4110.97,4075.05,4087.31,3652963
2019-02-19,4085.22,4093.96,4072.97,4077.12,8781559
2019-02-20,4084.76,4111.33,4076.79,4100.73,6607427
2019-02-21,4105.9,4131.75,4094.1,4126.18,5052893
2019-02-22,4126.35,4145.84,4119.25,4141.71,3529694
2019-02-25,4149.67,4223.83,4136.65,4188.87,4922426
2019-02-26,4197.04,4197.25,4166.41,4166.41,12974105
2019-02-27,4177.98,4185.69,4154.92,4162.7,33243186
2019-02-28,4167.89,4179.72,4131.06,4134.58,5295574
2019-03-01,4156.35,4183.37,4150.95,4178.6,5737932
2019-03-04,4189.39,4190.52,4145.28,4145.28,5767291
2019-03-05,4145.45,4161.44,4130,4139.04,4631300
2019-03-06,4146.41,4177.93,4140.46,4177.65,5312375
2019-03-07,4174.72,4184.39,4162.83,4172.32,5061399
2019-03-08,4157.69,4169,4140.62,4159.59,4894832
2019-03-11,4160.55,4177.26,4149.99,4162.46,5481479
2019-03-12,4174.49,4190.61,4163.76,4169.21,7493104
2019-03-13,4162.36,4215.32,4160.53,4213.36,6036610
2019-03-14,4209.5,4220.31,4188.41,4220.31,7233077
2019-03-15,4221.97,4284.7,4212.15,4280.64,12379788
2019-03-18,4278.17,4282.89,4263.63,4275.4,14269860
2019-03-19,4276.19,4287.55,4263.23,4263.23,17993634
2019-03-20,4262.46,4266.73,4249.51,4265.91,7357217
2019-03-21,4278.55,4285.33,4261.25,4279.59,10928730
2019-03-22,4288.84,4289.92,4238.99,4238.99,5894525
2019-03-25,4217.79,4220.96,4154.63,4165.76,7193912
2019-03-26,4170.65,4194.72,4170.65,4186.94,4161475
2019-03-27,4185.01,4206.09,4179.86,4192.74,6554599
2019-03-28,4197.36,4206.08,4157.73,4167.4,8210564
2019-03-29,4174.64,4181.27,4144.72,4149.5,8340599
2019-04-01,4181,4197.91,4175.47,4181.53,4382318
2019-04-02,4200.71,4235.27,4200.71,4230.13,5281351
2019-04-03,4249.54,4299.17,4249.54,4284.46,5210269
2019-04-04,4294.01,4299.31,4252.19,4271.47,4379958
2019-04-05,4271.04,4275.03,4234.19,4241.27,3860227
2019-04-08,4254.71,4254.71,4229.46,4243.8,3980099
2019-04-09,4243.89,4272.12,4236.74,4252.48,4763025
2019-04-10,4258.01,4267.27,4243.39,4259.83,5392134
2019-04-11,4269.59,4270.14,4228.66,4228.66,3981345
2019-04-12,4231.14,4240.93,4213.46,4215.47,4796391
2019-04-15,4223.59,4231.88,4209.08,4220.08,3921108
2019-04-16,4228.32,4230.41,4209.92,4225.45,5061358
2019-04-17,4224.02,4233.99,4199.82,4206.52,6294889
2019-04-18,4209.85,4214.23,4179.3,4204.24,2556680
2019-04-23,4195.23,4201.71,4174.26,4183.8,3731516
2019-04-24,4184.38,4191.47,4173.77,4183.3,5078449
2019-04-25,4178.56,4183.67,4161.67,4175.74,7480628
2019-04-26,4177.11,4201.52,4171.39,4197.91,5143802
2019-04-29,4210.16,4212.27,4176.89,4182.43,6429248
2019-04-30,4189.27,4190.59,4119.13,4135.9,10873432
2019-05-02,4121.83,4128.76,4091.45,4096.73,7183335
2019-05-06,4048.14,4076.71,4042.95,4064.85,11033270
2019-05-07,4058.42,4068.38,4002.95,4008.6,7654489
2019-05-08,4011.68,4019.3,3965,3976.88,7561345
2019-05-09,3966.54,3979.84,3945.83,3953.92,7013090
2019-05-10,3961.34,4000.76,3953.14,3969.2,4302902
2019-05-13,3974.82,3975.29,3912.6,3918.2,6043108
2019-05-14,3920.06,3936.59,3905.24,3917.87,6227502
2019-05-15,3934.42,3939.22,3905.2,3934.66,8917390
2019-05-16,3937.53,3945.55,3909.69,3918.46,5742844
2019-05-17,3917.25,3917.71,3885.61,3894.19,4788317
2019-05-20,3898.76,3904.91,3863.58,3874.83,4851154
2019-05-21,3869.9,3948.53,3869.9,3941.03,7712391
2019-05-22,3954.87,3966.63,3942.22,3957.52,5503080
2019-05-23,3960.71,3965.78,3909.41,3910.83,3779316
2019-05-24,3928.48,3940.36,3921.91,3939.78,5661041
2019-05-27,3939.89,3950.93,3924.89,3941.74,4570999
2019-05-28,3941.78,3977.55,3941.78,3962.13,14405541
2019-05-29,3952.99,3960.18,3930.96,3938.94,6770360
2019-05-30,3945.45,3966.6,3942.52,3954.43,5881178
2019-05-31,3926.07,3951.18,3915.83,3951.18,6039559
2019-06-03,3948.46,3961.65,3940.15,3943.69,3948700
2019-06-04,3952.73,3954.57,3937.77,3945.7,4156972
2019-06-05,3953.57,3955.99,3938.45,3944.37,4521744
2019-06-06,3955.9,3984.8,3944.7,3964.52,5581912
2019-06-07,3964.48,4005.02,3956.93,4005.02,4507534
2019-06-10,4013.04,4021.88,4006.52,4009.06,6165098
2019-06-11,4004.72,4028.88,4004.72,4026.02,6881653
2019-06-12,4001.59,4017.9,3985.68,4001.84,6804954
2019-06-13,4002.53,4057.13,3995.25,4045.07,6106995
2019-06-14,4050.26,4052.27,4027.06,4032.87,4855675
2019-06-17,4039.15,4050.81,4009.36,4010.87,9247126
2019-06-18,4008.07,4066.74,4003.15,4064.68,7770050
2019-06-19,4061.1,4074.66,4033.33,4033.33,5158049
2019-06-21,4039.88,4046.69,3939.43,3997.2,6956049
2019-06-24,4007.59,4044.49,4007.35,4044.39,7469705
2019-06-25,4041.51,4049.5,4023.08,4036.65,7288585
2019-06-26,4052.09,4076.94,4038.91,4074.92,9501440
2019-06-27,4078.14,4118.7,4074.41,4097.98,9218486
2019-06-28,4103.68,4107.86,4078.28,4082.45,5609455
2019-07-01,4099.58,4117.43,4095.32,4101.35,6186905
2019-07-02,4102.79,4108.71,4073.23,4108.71,5839582
2019-07-03,4119.72,4130.72,4114.75,4119.33,6754068
2019-07-04,4128.06,4134.57,4108.82,4115.91,9020533
2019-07-05,4117.63,4129.83,4108.72,4116.07,7197947
2019-07-08,4128.99,4135.01,4110.29,4124.8,8074951
2019-07-09,4108.37,4110.14,4077.14,4084.85,6347898
2019-07-10,4086.34,4106.35,4077.06,4091.06,15002327
2019-07-11,4104.7,4125.49,4102.79,4105.37,9877763
2019-07-12,4109.75,4124.88,4106.01,4109.56,8519307
2019-07-15,4116.76,4129.89,4099.9,4108.62,4994426
2019-07-16,4109.7,4113.12,4068.84,4071.71,6356734
2019-07-17,4072.76,4076.06,4034.3,4036.8,12358093
2019-07-18,4024.62,4024.62,3997.32,4016.05,5852418
2019-07-19,4029.74,4047.46,4028.2,4035.38,5388607
2019-07-22,4049.03,4056.71,4035.68,4051.25,3802250
2019-07-23,4046.87,4051.28,4025.58,4031.58,3299554
2019-07-24,4033.94,4043,4024.65,4039.54,4212044
2019-07-25,4044.46,4056.19,4010.87,4010.87,6130065
2019-07-26,4021.42,4026.79,3986.98,3999.74,6288989
2019-07-29,4007.71,4010.14,3960.64,3971.5,4763727
2019-07-30,3971.81,3975.77,3946.66,3958.35,4523656
2019-07-31,3957.5,3972.17,3944.67,3952.74,9215055
2019-08-01,3960.52,3961.23,3896.37,3910.65,4430886
2019-08-02,3900.85,3917.89,3891.66,3908.06,3446202
2019-08-05,3896.32,3897,3849.37,3850.88,8048785
2019-08-06,3835.83,3883.17,3835.83,3877.51,8873630
2019-08-07,3886.39,3905.08,3841.82,3852.95,5556948
2019-08-08,3864.79,3886.15,3864.79,3879.59,4068619
2019-08-09,3883.42,3891.65,3804.63,3808.99,3743346
2019-08-12,3819.01,3835.95,3780.22,3791,3957168
2019-08-13,3789.68,3872.38,3773.83,3861.78,4381726
2019-08-14,3870.41,3872.56,3792.91,3792.91,4483670
2019-08-16,3778.55,3791.08,3752.96,3756.24,6167504
2019-08-19,3775.5,3796.22,3769.89,3778.54,10363421
2019-08-20,3791.59,3794.87,3765.26,3787.27,4178597
2019-08-21,3775.73,3794.29,3765.22,3765.22,6269761
2019-08-22,3764.76,3776.49,3755.95,3756.04,5129629
2019-08-23,3761.85,3783.6,3739.4,3753.25,8967550
2019-08-26,3723.38,3753.72,3721.14,3737.04,5939698
2019-08-27,3744.53,3755.25,3733.78,3746.79,6707923
2019-08-28,3751.39,3754.05,3666.48,3675.62,10308348
2019-08-29,3676.09,3700.97,3640.17,3700.97,5471295
2019-08-30,3703.87,3771.72,3703.35,3768,6995862
2019-09-02,3776.93,3788.53,3757.54,3782.27,3679050
2019-09-03,3787.85,3791.54,3741.22,3777.48,4691166
2019-09-04,3791.15,3831.01,3777.2,3787.4,5109247
2019-09-05,3789.67,3819.87,3789.07,3819.87,7411835
2019-09-06,3805.08,3821.68,3797.47,3804.32,5576427
2019-09-09,3800.46,3856.57,3800.46,3846.06,22403061
2019-09-10,3855.18,3867.25,3823.92,3824.45,13490103
2019-09-11,3840.55,3853.53,3815.05,3815.31,6660339
2019-09-12,3830.79,3840.32,3787.67,3796.68,8036352
2019-09-13,3801.48,3809.61,3788.55,3798.73,4965191
2019-09-16,3796.19,3820.72,3788.45,3820.72,4876435
2019-09-17,3809.57,3810.35,3772.87,3796.67,19008407
2019-09-18,3805.84,3820.31,3800.23,3820.31,30662744
2019-09-19,3819.66,3824.12,3802.4,3823.88,38955216
2019-09-20,3826.74,3828.81,3722.74,3750.76,31107696
2019-09-23,3748.99,3760.18,3710.2,3710.61,14957392
2019-09-24,3716.25,3732.55,3714.87,3729.66,18415834
2019-09-25,3722.91,3724.81,3686.21,3706.13,9772275
2019-09-26,3697.29,3723.9,3697.29,3720.27,9772116
2019-09-27,3717.85,3731.86,3705.74,3728.42,6506154
2019-09-30,3729.69,3730.47,3693.64,3701.37,8153074
2019-10-01,3707.09,3712.69,3675.65,3680.27,5526463
2019-10-02,3675.93,3677.34,3613.6,3616.81,5188785
2019-10-03,3613.45,3663.51,3570.37,3583.85,12657625
2019-10-04,3604.39,3610.23,3588.14,3598.04,9132905
2019-10-07,3614.29,3614.42,3587.4,3595.96,4658290
2019-10-08,3600.48,3609.45,3586.52,3609.45,6122260
2019-10-09,3602.51,3610.47,3591.61,3595.56,6443228
2019-10-10,3602.94,3606.32,3578.59,3587.47,6152337
2019-10-11,3596.8,3634.32,3582.47,3629.46,4674767
2019-10-14,3634.33,3638.75,3593.43,3613.37,6849553
2019-10-15,3618.54,3626.06,3605.59,3620.92,5914831
2019-10-16,3624.08,3646.96,3623.87,3644.68,4803003
2019-10-17,3642.06,3670.47,3640.18,3670.47,7114484
2019-10-18,3670.09,3671.8,3630.19,3636.71,8981332
2019-10-21,3639.91,3656.34,3635.24,3647.38,5544010
2019-10-22,3654.39,3662.79,3643,3649.14,10878668
2019-10-23,3657.68,3672.9,3650.35,3665.88,3450059
2019-10-24,3684.72,3691.33,3672.03,3690.27,3902131
2019-10-25,3698.42,3699.6,3660.34,3673.06,5701759
2019-10-28,3678.87,3697.84,3671.71,3697.84,4724770
2019-10-29,3705.58,3707.3,3689.31,3699.44,5463542
2019-10-30,3710.67,3716.62,3696.8,3710.41,4805478
2019-10-31,3714.3,3722.99,3696.52,3707.46,4137774
2019-11-04,3726.54,3768.93,3719.63,3766.07,6337639
2019-11-05,3771.27,3780.02,3760.72,3774.05,9969886
2019-11-06,3780.1,3792.11,3762.29,3762.63,8805153
2019-11-07,3769.15,3787.39,3755.92,3757.74,5402464
2019-11-08,3762.96,3774.83,3753.77,3759.27,7635907
2019-11-12,3774.74,3790.77,3771.75,3780.28,8460776
2019-11-13,3778.12,3778.12,3741.92,3758.82,9204870
2019-11-14,3753.59,3765.15,3722.54,3749.04,10199569
2019-11-15,3745.74,3749.89,3720.79,3746.86,5999713
2019-11-18,3761.24,3799.23,3743.71,3797.96,6919051
2019-11-19,3798.29,3809.56,3782.07,3809.56,8420496
2019-11-20,3803.11,3804.6,3728.15,3749.54,4097146
2019-11-21,3747.32,3747.38,3699.84,3715.08,6316974
2019-11-22,3723.29,3751.31,3722.87,3734.43,10239038
2019-11-25,3738.34,3777.67,3738.34,3775.36,8432862
2019-11-26,3779.24,3790.84,3769.85,3784.49,16030485
2019-11-27,3788.03,3793.64,3777.33,3785.34,4903047
2019-11-28,3790.06,3791.2,3763.4,3784.19,2529870
2019-11-29,3788.07,3801.04,3780.8,3786.21,5548583
2019-12-02,3792.03,3809.92,3776.26,3799.16,10559701
2019-12-03,3800.44,3802.33,3773.2,3787.04,4530082
2019-12-04,3785.97,3820.04,3784.02,3809.87,5452090
2019-12-05,3810.4,3825.45,3803.08,3816.93,4450667
2019-12-06,3824.49,3829.4,3798.5,3829.04,7582105
2019-12-09,3830.58,3836.57,3813.88,3823.08,2964401
2019-12-10,3823.18,3827.78,3801.71,3820.18,3027248
2019-12-11,3824.34,3835.29,3803.56,3835.29,3886188
2019-12-12,3838.2,3860.89,3828.46,3841.63,3712633
2019-12-13,3855.88,3862.52,3822.59,3837.35,6785524
2019-12-16,3843.27,3857.41,3827.48,3836.63,4401387
2019-12-17,3837.11,3844.92,3811.24,3843.77,4565003
2019-12-18,3843.23,3848.16,3819.9,3828.7,4463576
2019-12-19,3867.63,3879.58,3854.41,3867.65,4345199
2019-12-20,3868.39,3883,3840.19,3861.85,9520134
2019-12-23,3857.94,3892.74,3857.89,3884.54,5339175
2019-12-27,3887.46,3924.08,3887.46,3915.57,4099432
2019-12-30,3915.49,3928.85,3900.48,3908.2,3032770
2020-01-02,3909.55,3978.02,3908.95,3973.49,5288876
2020-01-03,3971.42,3987.09,3950.27,3987.09,4791694
2020-01-07,3999.3,4053.3,3991.07,4053.17,5446208
2020-01-08,4055.75,4055.75,3998.46,4018.89,5685758
2020-01-09,4024.76,4038.78,4012.43,4012.43,6205018
2020-01-10,4031.26,4048.11,4013.36,4048.11,3541284
2020-01-13,4041.93,4064.44,4033.81,4056.48,5888991
2020-01-14,4061.11,4075.01,4047.81,4075.01,5506446
2020-01-15,4079.61,4081.27,4033.25,4033.25,6619227
2020-01-16,4041.8,4083.51,4041.8,4067.61,11275233
2020-01-17,4064.63,4084.46,4056.93,4076.72,5918615
2020-01-20,4078.65,4088.62,4072.42,4083.98,4944429
2020-01-21,4080.9,4080.9,4040.51,4040.51,3970056
2020-01-22,4055.33,4060.26,4030.76,4046.02,4680187
2020-01-23,4041.63,4066.83,4037.35,4043.68,5295942
2020-01-24,4049.02,4074.13,4045.14,4065.7,4912195
2020-01-27,4058.98,4063.19,3993.08,4024.01,4971586
2020-01-28,4023.89,4027.37,3993.53,4013.03,3882106
2020-01-29,4017.44,4036.46,4000.19,4016.27,4549265
2020-01-30,4003.46,4003.46,3962.66,4000.4,3935670
2020-01-31,3994.98,4008.79,3973.62,4008.79,5652133
2020-02-03,3998.82,3998.82,3971.74,3992.38,5699157
2020-02-04,3992.3,4053.99,3990,4042.13,4438857
2020-02-05,4034.41,4115.08,4034.41,4102.88,4728681
2020-02-06,4113.75,4140.36,4088.08,4090.83,4382026
2020-02-07,4081.13,4087.58,4067.53,4075.97,3298959
2020-02-10,4079.59,4098.63,4049.3,4070.84,3494383
2020-02-11,4070.27,4095.26,4068.85,4095.26,4124041
2020-02-12,4102.38,4117.7,4082.5,4087.83,3959050
2020-02-13,4086.77,4086.77,4038.67,4060.33,3227439
2020-02-14,4068.62,4070.08,4040.89,4058.17,3674626
2020-02-17,4060.68,4077.69,4059.33,4072.37,2980056
2020-02-18,4047.04,4058.6,4041.81,4050.54,3150515
2020-02-19,4057.38,4062,4023.1,4060.59,4296718
2020-02-20,4064.65,4097.77,4059.77,4066.81,5275601
2020-02-21,4075.6,4075.6,4043.8,4056.63,4045840
2020-02-24,3995.61,3995.61,3907.77,3907.77,6352087
2020-02-25,3909.6,3919.29,3804.05,3834.8,7150628
2020-02-26,3800.94,3829.37,3752.73,3806.74,7996993
2020-02-27,3795.35,3802.8,3668.5,3686.78,10381458
2020-02-28,3585.21,3612.45,3504.13,3582.31,17599608
2020-03-02,3568.86,3699.51,3568.86,3618.02,10163979
2020-03-03,3674.8,3771.27,3672.58,3746.32,8031920
2020-03-04,3741.97,3743.93,3714.76,3716.26,4755791
2020-03-05,3762.12,3770.52,3662.01,3690.89,4921506
2020-03-06,3651.56,3651.56,3575.83,3610.61,9459861
2020-03-09,3515.08,3516.23,3353.4,3385.71,10587811
2020-03-10,3368.22,3438.76,3331.55,3348.64,6745717
2020-03-11,3349.35,3366.05,3161.49,3194.01,14379046
2020-03-12,3069.83,3069.83,2813.32,2813.32,15647740
2020-03-13,2815.55,2962.26,2815.55,2883.75,19567161
2020-03-16,2842.34,2842.34,2675.22,2769.14,13221676
2020-03-17,2791.17,2895.98,2786.85,2888.89,14908695
2020-03-18,2879.61,2936.81,2850.22,2864.03,13570310
2020-03-19,2872.04,2985.53,2869.5,2973.31,8963956
2020-03-20,3050.23,3094.73,2856.7,2875.68,20811828
2020-03-23,2829.01,2840.98,2746.19,2785.72,6633921
2020-03-24,2843.11,2898.75,2827.21,2829.01,7238853
2020-03-25,2897.63,2926.09,2807.08,2842.9,6598949
2020-03-26,2848.16,2877.9,2823.36,2871.45,7938041
2020-03-27,2895.65,2895.65,2853.23,2864.48,6769860
2020-03-30,2884.9,2885.29,2799.21,2832.89,5253624
2020-03-31,2847.7,2865.14,2819.36,2850.06,6888624
2020-04-01,2858.72,2864.57,2825.55,2859.06,6392952
2020-04-02,2863.21,2879.23,2845.81,2859.38,7865962
2020-04-03,2876.96,2877.56,2845.55,2860.32,10358518
2020-04-06,2887.36,2999.46,2887.36,2999.46,11331138
2020-04-07,3034.2,3143.74,3033,3056.18,12769024
2020-04-08,3074.6,3094.65,3021.33,3036,10393442
2020-04-09,3078.15,3096.18,3052.4,3091.14,8928679
2020-04-14,3130.5,3269.49,3129.61,3269.49,9759447
2020-04-15,3288.66,3292.62,3165.94,3165.94,8587382
2020-04-16,3190.06,3210.55,3172.99,3197.59,11297541
2020-04-17,3230.27,3244.15,3219.12,3231.71,8730108
2020-04-20,3245.84,3245.84,3205.96,3211.47,10472551
2020-04-21,3213.37,3213.37,3109.5,3131.87,8019326
2020-04-22,3125.98,3180.04,3098.99,3173.67,7041134
2020-04-23,3190.94,3248.97,3171.21,3248.97,8300354
2020-04-24,3235.25,3247.63,3201.98,3211.04,5075021
2020-04-27,3240.76,3251.25,3183.89,3197.45,7931878
2020-04-28,3213.15,3224.99,3186.18,3194.11,12508705
2020-04-29,3215.27,3277.26,3198.39,3274.54,8761229
2020-04-30,3305.83,3306.02,3257.13,3276.76,8680539
2020-05-04,3260.14,3260.14,3203.28,3233.53,4991791
2020-05-05,3255.21,3255.21,3229.17,3239.11,4653594
2020-05-06,3250.7,3251.42,3186.84,3207.87,7083027
2020-05-07,3220.66,3235.54,3199.62,3226.33,10152197
2020-05-08,3238.08,3255.83,3238.08,3244.06,9097566
2020-05-11,3261.71,3275.93,3220.15,3230.28,7504155
2020-05-12,3244.58,3273.42,3238.68,3271.88,8263654
2020-05-13,3268.15,3286.2,3242.59,3249,10910726
2020-05-14,3236.44,3243.15,3150.39,3172.46,10018907
2020-05-15,3200.34,3217.98,3170.69,3170.9,5368507
2020-05-18,3202.73,3221.91,3183.39,3221.91,7275247
2020-05-19,3238.23,3247.84,3215.33,3232,6489367
2020-05-20,3240.72,3265.94,3228.19,3254.01,6892433
2020-05-21,3261.96,3282.6,3260.01,3268.99,6876708
2020-05-22,3272.3,3276.57,3225.22,3265.29,7106552
2020-05-25,3277.18,3321.53,3270.55,3321.53,5576280
2020-05-26,3340.36,3380.91,3337.3,3380.91,15178128
2020-05-27,3408.77,3456.07,3384.95,3395.64,16490958
2020-05-28,3434.36,3460.02,3361.35,3397.77,17354080
2020-05-29,3398.96,3405.08,3359.44,3359.44,80586711
2020-06-01,3400.32,3436.65,3398.49,3435.84,12238642
2020-06-02,3455.59,3478.56,3450.31,3478.56,10565962
2020-06-03,3502.59,3568.18,3497.47,3545.6,15176026
2020-06-04,3551.01,3555.7,3533.3,3555.7,14688777
2020-06-05,3569.02,3618.91,3569.02,3607.33,18560322
2020-06-08,3627.69,3630.2,3566.81,3598.8,16187822
2020-06-09,3608.67,3613.55,3557.46,3587.66,14852543
2020-06-10,3595.7,3610.87,3566.82,3607.16,12827378
2020-06-12,3513.12,3561.87,3421.71,3527.5,13190429
2020-06-15,3493.22,3494.69,3440.31,3450.98,9809719
2020-06-16,3501.21,3535.78,3496.5,3512.12,17537445
2020-06-17,3536.67,3546.34,3507.26,3546.34,7854459
2020-06-18,3550.85,3558.5,3527.45,3528.88,7442613
2020-06-19,3537.7,3548.69,3469.53,3512.23,10032464
2020-06-22,3517.71,3551.33,3510.43,3538.48,6780783
2020-06-23,3558.98,3631.34,3549.18,3613.48,11717828
2020-06-24,3627.18,3627.18,3569.82,3573.69,10276709
2020-06-25,3565.37,3586.56,3542.58,3580.47,13624264
2020-06-26,3593.4,3593.92,3500.12,3502.72,9800221
2020-06-29,3499.72,3524.9,3489,3524.9,12549758
2020-06-30,3529.59,3542.38,3461.61,3468.48,18323723
2020-07-01,3497,3548.13,3477.71,3547.53,8559076
2020-07-02,3549.6,3609.97,3548.78,3595.56,9392337
2020-07-03,3611.5,3621.7,3580.48,3609.99,6971098
2020-07-06,3611.79,3651.91,3611.41,3649.5,7828762
2020-07-07,3644.15,3644.15,3592.46,3592.46,9240811
2020-07-08,3601.11,3609.32,3581.58,3586.84,10724908
2020-07-09,3615.79,3620.56,3592.24,3600.67,6157408
2020-07-10,3592.29,3597.23,3560.63,3596.76,7511635
2020-07-13,3616.8,3634.04,3601.47,3610.42,8955554
2020-07-14,3608.87,3608.87,3566.84,3572.26,13271758
2020-07-15,3587.61,3604.36,3581.18,3604.36,10002005
2020-07-16,3612.7,3624.2,3597.46,3615.71,7290830
2020-07-17,3620.57,3620.77,3590.12,3593.42,6694440
2020-07-20,3600.82,3658.56,3589.43,3658.56,8678119
2020-07-21,3676.64,3753.67,3671.11,3717.16,19160824
2020-07-22,3724.02,3731.95,3672.54,3674.93,7657069
2020-07-23,3682.53,3695.14,3646.77,3647.47,7694974
2020-07-24,3624.11,3648.53,3595.28,3646.09,10117902
2020-07-27,3652.53,3661.81,3626.78,3661.81,7244643
2020-07-28,3676.52,3693.48,3660.31,3675.33,10623973
2020-07-29,3677.64,3688.87,3635.56,3672.66,11495870
2020-07-30,3673.89,3679.34,3501.62,3503.8,16928070
2020-07-31,3502.84,3579.88,3502.84,3563.59,10572846
2020-08-03,3585.62,3639.23,3585.62,3628.55,11049417
2020-08-04,3643.72,3660.29,3611.87,3632.8,9447465
2020-08-05,3651.93,3664.53,3645.29,3663.13,6906651
2020-08-06,3692.83,3695.93,3618.36,3623.86,9033212
2020-08-07,3630.4,3633.99,3590.55,3622,11641743
2020-08-10,3635.13,3647.29,3617.89,3630.39,5327959
2020-08-11,3650.73,3681.88,3635.82,3652.85,12270500
2020-08-12,3655.88,3657.33,3626.64,3637.57,12392348
2020-08-13,3658.14,3696.43,3653.56,3681.26,10712320
2020-08-14,3686.35,3691.67,3662.59,3667.14,8588273
2020-08-17,3682.05,3711.83,3678.03,3707.35,9251905
2020-08-18,3721.75,3738.29,3699.12,3718.16,13923188
2020-08-19,3730.12,3730.12,3694.96,3694.96,7301827
2020-08-20,3692.45,3692.45,3666.8,3678.6,5794312
2020-08-21,3685.03,3685.15,3652.07,3669.87,9295395
2020-08-24,3685.15,3703.43,3676.4,3692.99,5804180
2020-08-25,3703.97,3721.25,3677.8,3677.8,5411716
2020-08-26,3680.65,3691.37,3660.82,3688.46,4107969
2020-08-27,3684.89,3701.47,3683.02,3701.29,5149942
2020-08-28,3716.26,3737.06,3710.01,3712.49,5615144
2020-08-31,3716.22,3733.93,3687.25,3705.89,6522409
2020-09-01,3719.83,3735.98,3657.63,3675.46,6390816
2020-09-02,3688.71,3722.07,3684.12,3713.34,6880566
2020-09-03,3726.53,3743.38,3678.15,3678.64,5004383
2020-09-04,3624.6,3653.83,3624.6,3630.21,6760218
2020-09-07,3654.08,3672.62,3636.87,3651.09,8673472
2020-09-08,3653.89,3666.34,3510.91,3546.8,14303441
2020-09-09,3526.43,3640.23,3526.43,3640.23,11737766
2020-09-10,3650.12,3650.13,3604.16,3623.39,12105634
2020-09-11,3622.85,3627.2,3607.08,3617,6936356
2020-09-14,3621.03,3634.03,3601.51,3616.46,5138481
2020-09-15,3622.8,3633.24,3571.47,3576.65,6614898
2020-09-16,3584.07,3593.15,3553.41,3566.23,5543836
2020-09-17,3552.2,3567.87,3538.43,3563.67,4404051
2020-09-18,3543.8,3551.6,3509.84,3548.03,12269305
2020-09-21,3538.66,3554.81,3439.11,3444.23,10745452
2020-09-22,3453.58,3492.69,3447.95,3463.31,11093116
2020-09-23,3468.49,3489.27,3445.4,3450.09,22595427
2020-09-24,3437.35,3444.06,3407.05,3440.31,13689753
2020-09-25,3450,3494.14,3440.6,3480.77,12235670
2020-09-28,3501.6,3554.99,3501.6,3553.97,11409660
2020-09-29,3568.15,3572.54,3539.17,3559.56,6047212
2020-09-30,3554.52,3562,3535.75,3562,5035955
2020-10-01,3573.11,3582.39,3543.12,3550.18,9504926
2020-10-02,3544.07,3567.01,3525.88,3555.58,4947023
2020-10-05,3573.47,3632.88,3573.47,3632.88,6714921
2020-10-06,3645.15,3675.27,3626.5,3626.92,8378256
2020-10-07,3625.34,3652.79,3613.39,3651.74,4731242
2020-10-08,3663.69,3667.87,3608.18,3613.77,6626255
2020-10-09,3614.39,3615.54,3565.3,3586.52,8990417
2020-10-12,3603.06,3616.84,3589.41,3598.22,6248066
2020-10-13,3613.93,3613.93,3585.49,3611.66,7078045
2020-10-14,3621.19,3642.2,3578.2,3578.2,9740277
2020-10-15,3581.51,3583.85,3496.47,3512.7,11312910
2020-10-16,3507.69,3569.81,3497.43,3561.88,8057269
2020-10-19,3575.1,3604.76,3564.25,3564.25,8312003
2020-10-20,3571.31,3598.66,3550.63,3598.66,5234052
2020-10-21,3611.72,3612.24,3548.4,3550.18,6157879
2020-10-22,3555.36,3558.73,3524,3540.64,5197937
2020-10-23,3533.69,3550.25,3487.2,3500.81,6471015
2020-10-26,3501.58,3506.81,3451.75,3456.48,7057141
2020-10-27,3463.19,3470.95,3422.84,3435.51,7309701
2020-10-28,3433.52,3433.52,3238.92,3260.51,11164312
2020-10-29,3231.83,3262.96,3203.85,3262.96,8072807
2020-10-30,3249.43,3249.43,3176.86,3196.84,6282913
2020-11-02,3211.56,3266.66,3209.47,3251.99,7496733
2020-11-03,3293.33,3369.7,3283.06,3360.96,6195483
2020-11-04,3373.06,3378.98,3335.57,3375.39,6304611
2020-11-05,3400.21,3497.74,3400.21,3489.98,6589524
2020-11-06,3505.56,3519.51,3454.77,3512.49,4546358
2020-11-09,3539.56,3643.05,3525.5,3623.48,12179186
2020-11-10,3642.45,3682.43,3587.07,3671.03,13664378
2020-11-12,3700.31,3713.16,3668.29,3687.95,7999928
2020-11-13,3694.96,3698.52,3638.8,3639.77,4541803
2020-11-16,3663.88,3727.93,3663.33,3711.34,7726663
2020-11-17,3726.11,3728.11,3684.38,3698.19,5928904
2020-11-18,3703.4,3731.99,3690.8,3725.52,5568466
2020-11-19,3729.51,3739.91,3667.94,3674.9,6205763
